locus_tag	ftype	length_bp	gene	EC_number	COG	product
Shinsuense_01678	CDS	1308	bbsG_3	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
Shinsuense_01679	gene	765	golD			
Shinsuense_01679	CDS	765	golD	1.1.1.6		NAD-dependent glycerol dehydrogenase
Shinsuense_01680	gene	1062				
Shinsuense_01680	CDS	1062		2.7.1.-	COG3173	Putative aminoglycoside phosphotransferase
Shinsuense_01681	gene	1056				
Shinsuense_01681	CDS	1056				hypothetical protein
Shinsuense_01682	gene	3114				
Shinsuense_01682	CDS	3114				hypothetical protein
Shinsuense_01683	gene	609				
Shinsuense_01683	CDS	609				hypothetical protein
Shinsuense_01684	gene	606				
Shinsuense_01684	CDS	606				hypothetical protein
Shinsuense_01685	gene	432				
Shinsuense_01685	CDS	432				hypothetical protein
Shinsuense_01686	gene	255				
Shinsuense_01686	CDS	255			COG5416	putative membrane protein
Shinsuense_01687	gene	930	yehZ			
Shinsuense_01687	CDS	930	yehZ		COG1732	Glycine betaine-binding protein YehZ
Shinsuense_01688	gene	993	opuCA_1			
Shinsuense_01688	CDS	993	opuCA_1		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
Shinsuense_01689	gene	681	opuBB_1			
Shinsuense_01689	CDS	681	opuBB_1		COG1174	Choline transport system permease protein OpuBB
Shinsuense_01690	gene	747	opuBB_2			
Shinsuense_01690	CDS	747	opuBB_2		COG1174	Choline transport system permease protein OpuBB
Shinsuense_01691	gene	555				
Shinsuense_01691	CDS	555				hypothetical protein
Shinsuense_01692	gene	1038	tyrA			
Shinsuense_01692	CDS	1038	tyrA	1.3.1.12	COG0287	Prephenate dehydrogenase
Shinsuense_01693	gene	522				
Shinsuense_01693	CDS	522				hypothetical protein
Shinsuense_01694	gene	459	tadA			
Shinsuense_01694	CDS	459	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
Shinsuense_01695	gene	90				
Shinsuense_01695	tRNA	90				tRNA-Ser(cga)
Shinsuense_01696	gene	687				
Shinsuense_01696	CDS	687				hypothetical protein
Shinsuense_01697	gene	858				
Shinsuense_01697	CDS	858				hypothetical protein
Shinsuense_01698	gene	234				
Shinsuense_01698	CDS	234				hypothetical protein
Shinsuense_01699	gene	459				
Shinsuense_01699	CDS	459				hypothetical protein
Shinsuense_01700	gene	315				
Shinsuense_01700	CDS	315				hypothetical protein
Shinsuense_01701	gene	750				
Shinsuense_01701	CDS	750				hypothetical protein
Shinsuense_01702	gene	165				
Shinsuense_01702	CDS	165				hypothetical protein
Shinsuense_01703	gene	174				
Shinsuense_01703	CDS	174				hypothetical protein
Shinsuense_01704	gene	354				
Shinsuense_01704	CDS	354				hypothetical protein
Shinsuense_01705	gene	384				
Shinsuense_01705	CDS	384				hypothetical protein
Shinsuense_01706	gene	360				
Shinsuense_01706	CDS	360				hypothetical protein
Shinsuense_01707	gene	1272				
Shinsuense_01707	CDS	1272				hypothetical protein
Shinsuense_01708	gene	396				
Shinsuense_01708	CDS	396				hypothetical protein
Shinsuense_01709	gene	786				
Shinsuense_01709	CDS	786				hypothetical protein
Shinsuense_01710	gene	750	fabG_2			
Shinsuense_01710	CDS	750	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
Shinsuense_01711	gene	525				
Shinsuense_01711	CDS	525				hypothetical protein
Shinsuense_01712	gene	336				
Shinsuense_01712	CDS	336				PE family immunomodulator PE35
Shinsuense_01713	gene	372				
Shinsuense_01713	CDS	372				hypothetical protein
Shinsuense_01714	gene	1326	pepN_2			
Shinsuense_01714	CDS	1326	pepN_2	3.4.11.2		Aminopeptidase N
Shinsuense_01715	gene	2712				
Shinsuense_01715	CDS	2712				hypothetical protein
Shinsuense_01716	gene	753				
Shinsuense_01716	CDS	753				hypothetical protein
Shinsuense_01717	gene	1035				
Shinsuense_01717	CDS	1035		1.1.1.81	COG0111	Hydroxypyruvate reductase
Shinsuense_01718	gene	774				
Shinsuense_01718	CDS	774		1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
Shinsuense_01719	gene	1086	ord_2			
Shinsuense_01719	CDS	1086	ord_2	1.4.1.26		2,4-diaminopentanoate dehydrogenase
Shinsuense_01720	gene	1536				
Shinsuense_01720	CDS	1536		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
Shinsuense_01721	gene	1359				
Shinsuense_01721	CDS	1359		2.3.1.20		Putative diacyglycerol O-acyltransferase
Shinsuense_01722	gene	1020	virS_1			
Shinsuense_01722	CDS	1020	virS_1			HTH-type transcriptional regulator VirS
Shinsuense_01723	gene	1803				
Shinsuense_01723	CDS	1803		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
Shinsuense_01724	gene	510				
Shinsuense_01724	CDS	510				hypothetical protein
Shinsuense_01725	gene	807				
Shinsuense_01725	CDS	807			COG0204	putative protein
Shinsuense_01726	gene	1080				
Shinsuense_01726	CDS	1080				hypothetical protein
Shinsuense_01727	gene	1119	tgs2_2			
Shinsuense_01727	CDS	1119	tgs2_2	2.3.1.20		putative diacyglycerol O-acyltransferase tgs2
Shinsuense_01728	gene	357	tgs2_3			
Shinsuense_01728	CDS	357	tgs2_3	2.3.1.20		putative diacyglycerol O-acyltransferase tgs2
Shinsuense_01729	gene	483				
Shinsuense_01729	CDS	483				hypothetical protein
Shinsuense_01730	gene	111				
Shinsuense_01730	CDS	111				hypothetical protein
Shinsuense_01731	gene	987				
Shinsuense_01731	CDS	987				hypothetical protein
Shinsuense_01732	gene	1329				
Shinsuense_01732	CDS	1329		1.14.-.-	COG2124	Cytochrome P450 107B1
Shinsuense_01733	gene	606				
Shinsuense_01733	CDS	606				hypothetical protein
Shinsuense_01734	gene	1062	ligC			
Shinsuense_01734	CDS	1062	ligC	6.5.1.1	COG1793	DNA ligase C
Shinsuense_01735	gene	1041	ligD_1			
Shinsuense_01735	CDS	1041	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
Shinsuense_01736	gene	396				
Shinsuense_01736	CDS	396				hypothetical protein
Shinsuense_01737	gene	1287				
Shinsuense_01737	CDS	1287				hypothetical protein
Shinsuense_01738	gene	213	PE5_2			
Shinsuense_01738	CDS	213	PE5_2			PE family immunomodulator PE5
Shinsuense_01739	gene	2517				
Shinsuense_01739	CDS	2517				hypothetical protein
Shinsuense_01740	gene	147				
Shinsuense_01740	CDS	147				hypothetical protein
Shinsuense_01741	gene	177				
Shinsuense_01741	CDS	177				hypothetical protein
Shinsuense_01742	gene	153				
Shinsuense_01742	CDS	153				hypothetical protein
Shinsuense_01743	gene	1146				
Shinsuense_01743	CDS	1146				putative PPE family protein PPE51
Shinsuense_01744	gene	288	esxA_1			
Shinsuense_01744	CDS	288	esxA_1		COG4842	ESAT-6-like protein EsxA
Shinsuense_01745	gene	129	esxA_2			
Shinsuense_01745	CDS	129	esxA_2		COG4842	6 kDa early secretory antigenic target
Shinsuense_01746	gene	1170				
Shinsuense_01746	CDS	1170				hypothetical protein
Shinsuense_01747	gene	372				
Shinsuense_01747	CDS	372				hypothetical protein
Shinsuense_01748	gene	945				
Shinsuense_01748	CDS	945		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
Shinsuense_01749	gene	348				
Shinsuense_01749	CDS	348				hypothetical protein
Shinsuense_01750	gene	225				
Shinsuense_01750	CDS	225				hypothetical protein
Shinsuense_01751	gene	74				
Shinsuense_01751	tRNA	74				tRNA-Arg(acg)
Shinsuense_01752	gene	90				
Shinsuense_01752	tRNA	90				tRNA-Ser(gct)
Shinsuense_01753	gene	1086	pat			
Shinsuense_01753	CDS	1086	pat	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
Shinsuense_01754	gene	459				
Shinsuense_01754	CDS	459				hypothetical protein
Shinsuense_01755	gene	585				
Shinsuense_01755	CDS	585				hypothetical protein
Shinsuense_01756	gene	825	echA8_2			
Shinsuense_01756	CDS	825	echA8_2	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
Shinsuense_01757	gene	249				
Shinsuense_01757	CDS	249				hypothetical protein
Shinsuense_01758	gene	483				
Shinsuense_01758	CDS	483				hypothetical protein
Shinsuense_01759	gene	294				
Shinsuense_01759	CDS	294				hypothetical protein
Shinsuense_01760	gene	90				
Shinsuense_01760	tRNA	90				tRNA-Ser(tga)
Shinsuense_01761	gene	993	ppsC_1			
Shinsuense_01761	CDS	993	ppsC_1	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
Shinsuense_01762	gene	1197				
Shinsuense_01762	CDS	1197			COG0520	putative protein
Shinsuense_01763	gene	1974				
Shinsuense_01763	CDS	1974				hypothetical protein
Shinsuense_01764	gene	534	bpa			
Shinsuense_01764	CDS	534	bpa			Bacterial proteasome activator
Shinsuense_01765	gene	843	btuD_3			
Shinsuense_01765	CDS	843	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
Shinsuense_01766	gene	930	glfT1			
Shinsuense_01766	CDS	930	glfT1	2.4.1.287	COG1216	Galactofuranosyltransferase GlfT1
Shinsuense_01767	gene	831				
Shinsuense_01767	CDS	831				hypothetical protein
Shinsuense_01768	gene	1356				
Shinsuense_01768	CDS	1356				hypothetical protein
Shinsuense_01769	gene	195				
Shinsuense_01769	CDS	195				hypothetical protein
Shinsuense_01770	gene	417				
Shinsuense_01770	CDS	417				hypothetical protein
Shinsuense_01771	gene	306				
Shinsuense_01771	CDS	306				hypothetical protein
Shinsuense_01772	gene	1083				
Shinsuense_01772	CDS	1083				hypothetical protein
Shinsuense_01773	gene	720				
Shinsuense_01773	CDS	720				hypothetical protein
Shinsuense_01774	gene	429				
Shinsuense_01774	CDS	429				hypothetical protein
Shinsuense_01775	gene	321				
Shinsuense_01775	CDS	321				hypothetical protein
Shinsuense_01776	gene	1227				
Shinsuense_01776	CDS	1227			COG0739	putative protein
Shinsuense_01777	gene	1134				
Shinsuense_01777	CDS	1134				hypothetical protein
Shinsuense_01778	gene	486				
Shinsuense_01778	CDS	486			COG0782	putative protein
Shinsuense_01779	gene	441				
Shinsuense_01779	CDS	441			COG2246	Arabinogalactan biosynthesis recruiting protein
Shinsuense_01780	gene	1392	dprE1			
Shinsuense_01780	CDS	1392	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
Shinsuense_01781	gene	765	dprE2			
Shinsuense_01781	CDS	765	dprE2	1.1.1.333	COG1028	Decaprenylphosphoryl-2-keto-beta-D-erythro-pentose reductase
Shinsuense_01782	gene	1965	aftA			
Shinsuense_01782	CDS	1965	aftA	2.4.2.46		Galactan 5-O-arabinofuranosyltransferase
Shinsuense_01783	gene	3273	embC			
Shinsuense_01783	CDS	3273	embC	2.4.2.-		putative arabinosyltransferase C
Shinsuense_01784	gene	3342	embA			
Shinsuense_01784	CDS	3342	embA	2.4.2.-		putative arabinosyltransferase A
Shinsuense_01785	gene	3228	embB			
Shinsuense_01785	CDS	3228	embB	2.4.2.-		putative arabinosyltransferase B
Shinsuense_01786	gene	1191	rbn_2			
Shinsuense_01786	CDS	1191	rbn_2	3.1.26.11		Ribonuclease BN
Shinsuense_01787	gene	147				
Shinsuense_01787	CDS	147				hypothetical protein
Shinsuense_01788	gene	486				
Shinsuense_01788	CDS	486				hypothetical protein
Shinsuense_01789	gene	507				
Shinsuense_01789	CDS	507				hypothetical protein
Shinsuense_01790	gene	1806	caiA_1			
Shinsuense_01790	CDS	1806	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
Shinsuense_01791	gene	3825				
Shinsuense_01791	CDS	3825				hypothetical protein
Shinsuense_01792	gene	348				
Shinsuense_01792	CDS	348				hypothetical protein
Shinsuense_01793	gene	1551	accD5_1			
Shinsuense_01793	CDS	1551	accD5_1	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
Shinsuense_01794	gene	5352				
Shinsuense_01794	CDS	5352				hypothetical protein
Shinsuense_01795	gene	1890				
Shinsuense_01795	CDS	1890		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
Shinsuense_01796	gene	1014				
Shinsuense_01796	CDS	1014				hypothetical protein
Shinsuense_01797	gene	906				
Shinsuense_01797	CDS	906			COG0627	MPT51/MPB51 antigen
Shinsuense_01798	gene	1038	fbpA			
Shinsuense_01798	CDS	1038	fbpA	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85A
Shinsuense_01799	gene	1992	aftB			
Shinsuense_01799	CDS	1992	aftB	2.4.2.-		Terminal beta-(1->2)-arabinofuranosyltransferase
Shinsuense_01800	gene	909				
Shinsuense_01800	CDS	909		2.4.2.45	COG0382	Decaprenyl-phosphate phosphoribosyltransferase
Shinsuense_01801	gene	546				
Shinsuense_01801	CDS	546		3.1.3.-	COG0671	Putative decaprenylphosphoryl-5-phosphoribose phosphatase
Shinsuense_01802	gene	1899	glfT2			
Shinsuense_01802	CDS	1899	glfT2	2.4.1.288	COG1216	Galactofuranosyltransferase GlfT2
Shinsuense_01803	gene	1209	glf			
Shinsuense_01803	CDS	1209	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
Shinsuense_01804	gene	885	erp			
Shinsuense_01804	CDS	885	erp			Exported repetitive protein
Shinsuense_01805	gene	1626				
Shinsuense_01805	CDS	1626				hypothetical protein
Shinsuense_01806	gene	774	ycsE			
Shinsuense_01806	CDS	774	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
Shinsuense_01807	gene	786				
Shinsuense_01807	CDS	786				hypothetical protein
Shinsuense_01808	gene	756				
Shinsuense_01808	CDS	756				hypothetical protein
Shinsuense_01809	gene	780				
Shinsuense_01809	CDS	780				hypothetical protein
Shinsuense_01810	gene	831				
Shinsuense_01810	CDS	831				hypothetical protein
Shinsuense_01811	gene	1551				
Shinsuense_01811	CDS	1551		1.-.-.-	COG2220	Putative Rieske 2Fe-2S iron-sulfur protein
Shinsuense_01812	gene	333				
Shinsuense_01812	CDS	333				hypothetical protein
Shinsuense_01813	gene	1578				
Shinsuense_01813	CDS	1578				hypothetical protein
Shinsuense_01814	gene	648				
Shinsuense_01814	CDS	648				hypothetical protein
Shinsuense_01815	gene	483				
Shinsuense_01815	CDS	483				hypothetical protein
Shinsuense_01816	gene	1260	serS			
Shinsuense_01816	CDS	1260	serS	6.1.1.11	COG0172	Serine--tRNA ligase
Shinsuense_01817	gene	1392				
Shinsuense_01817	CDS	1392				putative membrane protein
Shinsuense_01818	gene	351				
Shinsuense_01818	CDS	351				hypothetical protein
Shinsuense_01819	gene	210				
Shinsuense_01819	CDS	210				hypothetical protein
Shinsuense_01820	gene	537				
Shinsuense_01820	CDS	537				hypothetical protein
Shinsuense_01821	gene	117				
Shinsuense_01821	CDS	117				hypothetical protein
Shinsuense_01822	gene	999	pheA			
Shinsuense_01822	CDS	999	pheA	4.2.1.51	COG0077	Prephenate dehydratase
Shinsuense_01823	gene	798				
Shinsuense_01823	CDS	798				hypothetical protein
Shinsuense_01824	gene	1230	tagU			
Shinsuense_01824	CDS	1230	tagU	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
Shinsuense_01825	gene	591	bfrB			
Shinsuense_01825	CDS	591	bfrB	1.16.3.1	COG1528	Ferritin BfrB
Shinsuense_01826	gene	852	glpQ1			
Shinsuense_01826	CDS	852	glpQ1	3.1.4.46	COG0584	putative glycerophosphodiester phosphodiesterase 1
Shinsuense_01827	gene	987				
Shinsuense_01827	CDS	987				hypothetical protein
Shinsuense_01828	gene	156				
Shinsuense_01828	CDS	156				hypothetical protein
Shinsuense_01829	gene	624	sodB			
Shinsuense_01829	CDS	624	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
Shinsuense_01830	gene	414				
Shinsuense_01830	CDS	414				hypothetical protein
Shinsuense_01831	gene	753	mneA			
Shinsuense_01831	CDS	753	mneA			Putative manganese exporter
Shinsuense_01832	gene	399	espR			
Shinsuense_01832	CDS	399	espR			Nucleoid-associated protein EspR
Shinsuense_01833	gene	657				
Shinsuense_01833	CDS	657				hypothetical protein
Shinsuense_01834	gene	318				
Shinsuense_01834	CDS	318				hypothetical protein
Shinsuense_01835	gene	471				
Shinsuense_01835	CDS	471				hypothetical protein
Shinsuense_01836	gene	498	rraA			
Shinsuense_01836	CDS	498	rraA	4.1.3.17	COG0684	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
Shinsuense_01837	gene	1470	ethA_2			
Shinsuense_01837	CDS	1470	ethA_2	1.14.13.-	COG2072	FAD-containing monooxygenase EthA
Shinsuense_01838	gene	651	ethR_1			
Shinsuense_01838	CDS	651	ethR_1			HTH-type transcriptional regulator EthR
Shinsuense_01839	gene	1200	dinB_2			
Shinsuense_01839	CDS	1200	dinB_2	2.7.7.7	COG0389	DNA polymerase IV
Shinsuense_01840	gene	1008	ycdX			
Shinsuense_01840	CDS	1008	ycdX	3.1.3.-		phosphatase YcdX
Shinsuense_01841	gene	432				
Shinsuense_01841	CDS	432				hypothetical protein
Shinsuense_01842	gene	252				
Shinsuense_01842	CDS	252				hypothetical protein
Shinsuense_01843	gene	693				
Shinsuense_01843	CDS	693				Immunogenic protein MPT64
Shinsuense_01844	gene	80				
Shinsuense_01844	tRNA	80				tRNA-Thr(agt)
Shinsuense_01845	gene	960	fgd_3			
Shinsuense_01845	CDS	960	fgd_3	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
Shinsuense_01846	gene	1467	gltD			
Shinsuense_01846	CDS	1467	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
Shinsuense_01847	gene	4584	gltB			
Shinsuense_01847	CDS	4584	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
Shinsuense_01848	gene	204				
Shinsuense_01848	CDS	204				hypothetical protein
Shinsuense_01849	gene	177				
Shinsuense_01849	CDS	177				hypothetical protein
Shinsuense_01850	gene	288	esxA_3			
Shinsuense_01850	CDS	288	esxA_3		COG4842	6 kDa early secretory antigenic target
Shinsuense_01851	gene	624				
Shinsuense_01851	CDS	624				hypothetical protein
Shinsuense_01852	gene	1020	espI			
Shinsuense_01852	CDS	1020	espI		COG0455	ESX-1 secretion-associated protein EspI
Shinsuense_01853	gene	261				
Shinsuense_01853	CDS	261				hypothetical protein
Shinsuense_01854	gene	228				
Shinsuense_01854	CDS	228				hypothetical protein
Shinsuense_01855	gene	198				
Shinsuense_01855	CDS	198				hypothetical protein
Shinsuense_01856	gene	138	eccD1			
Shinsuense_01856	CDS	138	eccD1			ESX-1 secretion system protein EccD1
Shinsuense_01857	gene	837	espJ			
Shinsuense_01857	CDS	837	espJ			ESX-1 secretion-associated protein EspJ
Shinsuense_01858	gene	588	espE			
Shinsuense_01858	CDS	588	espE			ESX-1 secretion-associated protein EspE
Shinsuense_01859	gene	423				
Shinsuense_01859	CDS	423				hypothetical protein
Shinsuense_01860	gene	612	eccE1			
Shinsuense_01860	CDS	612	eccE1			ESX-1 secretion system protein EccE1
Shinsuense_01861	gene	468	mycP1_1			
Shinsuense_01861	CDS	468	mycP1_1	3.4.21.-	COG1404	Mycosin-1
Shinsuense_01862	gene	930	mycP1_2			
Shinsuense_01862	CDS	930	mycP1_2	3.4.21.-	COG1404	Mycosin-1
Shinsuense_01863	gene	654	eccA2			
Shinsuense_01863	CDS	654	eccA2		COG0464	ESX-2 secretion system protein EccA2
Shinsuense_01864	gene	876				
Shinsuense_01864	CDS	876				hypothetical protein
Shinsuense_01865	gene	2340				
Shinsuense_01865	CDS	2340				hypothetical protein
Shinsuense_01866	gene	849				
Shinsuense_01866	CDS	849				hypothetical protein
Shinsuense_01867	gene	270				
Shinsuense_01867	CDS	270				hypothetical protein
Shinsuense_01868	gene	210				
Shinsuense_01868	CDS	210				hypothetical protein
Shinsuense_01869	gene	291	esxE			
Shinsuense_01869	CDS	291	esxE			ESAT-6-like protein EsxE
Shinsuense_01870	gene	312	esxF			
Shinsuense_01870	CDS	312	esxF			ESAT-6-like protein EsxF
Shinsuense_01871	gene	489	lppJ_1			
Shinsuense_01871	CDS	489	lppJ_1			Putative lipoprotein LppJ
Shinsuense_01872	gene	1956				
Shinsuense_01872	CDS	1956				hypothetical protein
Shinsuense_01873	gene	234				
Shinsuense_01873	CDS	234				hypothetical protein
Shinsuense_01874	gene	315				
Shinsuense_01874	CDS	315				hypothetical protein
Shinsuense_01875	gene	198				
Shinsuense_01875	CDS	198				hypothetical protein
Shinsuense_01876	gene	294				
Shinsuense_01876	CDS	294				hypothetical protein
Shinsuense_01877	gene	1446	cca			
Shinsuense_01877	CDS	1446	cca	2.7.7.72		CCA-adding enzyme
Shinsuense_01878	gene	567	mutT4			
Shinsuense_01878	CDS	567	mutT4	3.6.1.-	COG0494	Putative mutator protein MutT4
Shinsuense_01879	gene	2382				
Shinsuense_01879	CDS	2382				hypothetical protein
Shinsuense_01880	gene	1803	mviN_1			
Shinsuense_01880	CDS	1803	mviN_1		COG0728	putative peptidoglycan biosynthesis protein MviN
Shinsuense_01881	gene	1710	mviN_2			
Shinsuense_01881	CDS	1710	mviN_2		COG0728	putative peptidoglycan biosynthesis protein MviN
Shinsuense_01882	gene	588	sigM			
Shinsuense_01882	CDS	588	sigM			ECF RNA polymerase sigma factor SigM
Shinsuense_01883	gene	750	rsmA_1			
Shinsuense_01883	CDS	750	rsmA_1			Anti-sigma-M factor RsmA
Shinsuense_01884	gene	999	trxB_1			
Shinsuense_01884	CDS	999	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
Shinsuense_01885	gene	354	trxA			
Shinsuense_01885	CDS	354	trxA		COG0526	Thioredoxin
Shinsuense_01886	gene	1221	cwlM			
Shinsuense_01886	CDS	1221	cwlM	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase CwlM
Shinsuense_01887	gene	732				
Shinsuense_01887	CDS	732				hypothetical protein
Shinsuense_01888	gene	984	parB			
Shinsuense_01888	CDS	984	parB		COG1475	putative chromosome-partitioning protein ParB
Shinsuense_01889	gene	1134				
Shinsuense_01889	CDS	1134				Iron-sulfur cluster carrier protein
Shinsuense_01890	gene	687	rsmG			
Shinsuense_01890	CDS	687	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
Shinsuense_01891	gene	549				
Shinsuense_01891	CDS	549				hypothetical protein
Shinsuense_01892	gene	1116	yidC			
Shinsuense_01892	CDS	1116	yidC		COG0706	Membrane protein insertase YidC
Shinsuense_01893	gene	309	yidD			
Shinsuense_01893	CDS	309	yidD			Putative membrane protein insertion efficiency factor
Shinsuense_01894	gene	156				
Shinsuense_01894	CDS	156				hypothetical protein
Shinsuense_01895	gene	1557	dnaA			
Shinsuense_01895	CDS	1557	dnaA		COG0593	Chromosomal replication initiator protein DnaA
Shinsuense_01896	gene	1209	dnaN			
Shinsuense_01896	CDS	1209	dnaN		COG0592	Beta sliding clamp
Shinsuense_01897	gene	1080	recF			
